site_id,basin,visit_date,date_label,treatment,survey_type,species,stage,capture_animal_state,tad_stage,swab_id,bd_load,year_std,num_days
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10428,432,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10429,288,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10430,0,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10431,0,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10432,48,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10433,96,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10434,96,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10435,48,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10436,0,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10437,0,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10438,48,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10439,0,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10440,0,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10441,48,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10442,0,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10443,48,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10444,48,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10445,0,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,36,RKS10446,0,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,43,RKS10447,0,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,43,RKS10448,0,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,41,RKS10449,0,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,42,RKS10450,0,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,42,RKS10451,0,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,41,RKS10452,48,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,41,RKS10453,0,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,41,RKS10454,48,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,41,RKS10455,0,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,41,RKS10456,48,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,41,RKS10457,0,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,41,RKS10458,0,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,41,RKS10459,96,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,41,RKS10460,96,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,41,RKS10461,0,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,41,RKS10462,144,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,41,RKS10463,0,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,41,RKS10464,5520,0,6
11518,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,41,RKS10465,576,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10466,0,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10467,48,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10468,0,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10469,0,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10470,0,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10471,0,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10472,0,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10473,0,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10474,0,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,subadult,healthy,NA,RKS10475,0,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,41,RKS10476,0,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,42,RKS10477,0,0,6
11526,dusy,2010-08-02,1_experiment,treated,swab,ramu,tadpole,healthy,42,RKS10478,0,0,6
