Day 1 (24-Aug),Day 2 (25-Aug),Day 3 (26-Aug),Day 4 (27-Aug),Day 5-7 (28-30 Aug),Day 8 (31-Aug),Day 9 (1-Sep)
"Captured 50 frogs for ""treated"" group, Day 1 frogs swabbed and treated.","Captured 157 frogs for ""treated"" group, Day 2 frogs swabbed, Day 1 & 2 frogs treated.","Captured 152 frogs for ""treated"" group, Day 3 frogs swabbed, Day 1-3 frogs treated.","Captured 102 frogs for ""control"" group, swabbed and released. Day 1-3 frogs treated. ",Day 1-3 frogs treated.,"Day 1-3 frogs treated. Swabbed subset of Day 1, 2, and 3 frogs. ","Day 1-3 frogs treated, released back into lakes. "
