Day 1 (8-Sep),Day 2 (9-Sep),Day 3 (10-Sep),Day 4-6 (11-13 Sep),Day 7 (14-Sep),Day 8 (15-Sep)
"Captured 45 frogs for ""treated"" group, Day 1 frogs swabbed and treated.","Captured 161 frogs for ""treated"" group, Day 2 frogs swabbed, Day 1 & 2 frogs treated.","Captured 74 frogs for ""control"" group, swabbed and released, Day 1 & 2 frogs treated.",Day 1 & 2 frogs treated.,Day 1 & 2 frogs treated. Swabbed subset of Day 1 & 2 frogs.,"Day 1 & 2 frogs treated, released back into lakes. "
